"","Sub","Run","x","y","FixDur","NumFix","Stim","Talker","Syll","PC_Eyes","PC_Mouth","PC_Off","PC_Up","PC_Low","Dist_Eyes","Dist_Mouth","Code","AQ","NewNum"
"21",1,1,937.641447368421,530.995065789474,4864,3,8,3,2,0,0.863486842105263,0.136513157894737,0,1,2.99003996459083,1.27127974324242,6544,14,36
"22",1,1,943.021052631579,596.656140350877,5130,4,6,2,3,0,1,0,0,1,2.89061583837172,0.477736455630576,6544,14,36
"23",1,1,912.336301369863,602.457534246575,8760,5,12,4,3,0.258904109589041,0.560958904109589,0.18013698630137,0.258904109589041,0.741095890410959,3.3387928864482,1.71023967303022,6544,14,36
"24",1,1,927.186390532544,534.245562130178,2704,4,10,4,1,0.204881656804734,0.427514792899408,0,0.494082840236686,0.505917159763314,1.78343587310808,1.58528350096447,6544,14,36
"25",1,1,954.256551724138,526.478620689655,4350,2,9,3,3,0,0.838620689655172,0,0.161379310344828,0.838620689655172,2.78606690229098,0.686402577343513,6544,14,36
"26",1,1,918.91502276176,528.790591805766,2636,4,10,4,1,0.441578148710167,0.373292867981791,0,0.441578148710167,0.558421851289833,1.75920664092111,1.57139309243865,6544,14,36
"27",1,1,972.106329113924,547.144303797468,7110,5,3,1,3,0,0.668354430379747,0,0.331645569620253,0.668354430379747,2.33668783157933,0.965834677138287,6544,14,36
"28",1,1,955.56126192223,508.220836390315,2726,4,1,1,1,0.52971386647102,0.392516507703595,0,0.607483492296405,0.392516507703595,1.91070135720859,2.10767514264334,6544,14,36
"29",1,1,942.8,531.112449799197,4980,5,5,2,2,0.167068273092369,0.0835341365461847,0.0104417670682731,0.807228915662651,0.192771084337349,1.63767804014351,1.8633627902882,6544,14,36
"30",1,1,932.723386420788,548.581726739313,7158,4,6,2,3,0.438390611902766,0.561609388097234,0,0.438390611902766,0.561609388097234,2.04731523893806,1.47555259206267,6544,14,36
"31",1,1,912.244787644788,546.864092664093,5180,3,11,4,2,0.51969111969112,0.48030888030888,0,0.51969111969112,0.48030888030888,2.21910907114091,1.51871882199507,6544,14,36
"32",1,1,918.755450236967,589.982938388626,6330,5,12,4,3,0.13175355450237,0.86824644549763,0,0.13175355450237,0.86824644549763,3.06331608100887,0.983216293078756,6544,14,36
"33",1,1,926.596322941647,568.709832134293,2502,5,4,2,1,0,0.663469224620304,0,0.336530775379696,0.663469224620304,2.40241551248268,1.35471052904972,6544,14,36
"34",1,1,939.201127819549,531.841165413534,2128,3,7,3,1,0,1,0,0,1,2.98228802403035,0.955236996435677,6544,14,36
"35",1,1,969.795017793594,562.460498220641,5620,6,2,1,2,0,0.64626334519573,0,0,1,2.71033084203348,1.03258099299339,6544,14,36
"36",1,1,953.728164867517,555.105004906771,4076,2,8,3,2,0,1,0,0,1,3.44179191161251,0.729349318333143,6544,14,36
"37",1,1,923.603799185889,547.583446404342,8844,4,12,4,3,0.434192672998643,0.565807327001357,0,0.434192672998643,0.565807327001357,2.12800185308601,1.2813969330907,6544,14,36
"38",1,1,948.782608695652,563.16590389016,5244,6,6,2,3,0,0.670480549199085,0,0.329519450800915,0.670480549199085,2.14929116981671,0.981630779212188,6544,14,36
"39",1,1,956.387192851824,521.699925539836,5372,4,8,3,2,0,0.72524199553239,0,0.27475800446761,0.72524199553239,2.68827045807098,0.833837307461638,6544,14,36
"40",1,1,951.607614607615,531.009324009324,2574,3,1,1,1,0.602952602952603,0.397047397047397,0,0.602952602952603,0.397047397047397,2.21779898439392,1.84525574123622,6544,14,36
"41",1,1,969.511332728921,529.700815956482,2206,3,7,3,1,0,0.699909338168631,0,0.300090661831369,0.699909338168631,2.91622730540016,1.01160925736284,6544,14,36
"42",1,1,965.851387645479,545.942703670546,6702,3,9,3,3,0,1,0,0,1,3.21137797484857,0.500584615322748,6544,14,36
"43",1,1,914.915217391304,575.457246376812,5520,3,11,4,2,0,1,0,0,1,2.73875305875972,1.04388575107318,6544,14,36
"44",1,1,958.872217642209,548.522671063479,4852,4,2,1,2,0,0.600164880461665,0,0.239901071723001,0.760098928276999,2.4365533919791,1.21614763299713,6544,14,36
"45",1,1,944.711155378486,547.589641434263,3012,4,4,2,1,0.534528552456839,0.465471447543161,0,0.534528552456839,0.465471447543161,1.91374765819555,1.58471544434654,6544,14,36
"46",1,1,924.56050955414,552.597929936306,2512,5,10,4,1,0.236464968152866,0.636942675159236,0,0.236464968152866,0.763535031847134,2.16032073821526,1.15648460964802,6544,14,36
"47",1,1,968.31308411215,554.376947040498,7704,4,3,1,3,0,0.618380062305296,0,0.0700934579439252,0.929906542056075,2.47171146483742,0.9960986432081,6544,14,36
"48",1,1,936.065084226646,523.571975497703,5224,3,5,2,2,0.569678407350689,0.430321592649311,0,0.569678407350689,0.430321592649311,1.48669705990767,1.77448303326265,6544,14,36
"49",1,1,961.181181959565,549.709953343701,7716,4,3,1,3,0.102643856920684,0.730171073094868,0,0.269828926905132,0.730171073094868,2.42126093903081,1.1368684284466,6544,14,36
"50",1,1,904.84331797235,527.302611367127,2604,5,10,4,1,0.312596006144393,0.390937019969278,0,0.609062980030722,0.390937019969278,1.91494905262415,1.76879441824985,6544,14,36
"51",1,1,943.279088689992,497.831570382425,2458,7,1,1,1,0.681041497152156,0.318958502847844,0,0.681041497152156,0.318958502847844,1.89792735074673,2.37005718713582,6544,14,36
"52",1,1,938.456614509246,530.953058321479,5624,6,5,2,2,0.595305832147937,0.19701280227596,0,0.595305832147937,0.404694167852063,1.66706453097003,1.83431583426056,6544,14,36
"53",1,1,935.400881057269,561.198972099853,2724,6,4,2,1,0.204845814977974,0.497063142437592,0,0.356828193832599,0.643171806167401,2.59835058994274,1.66220333823941,6544,14,36
"54",1,1,919.231841526046,553.73734409391,8178,4,12,4,3,0.349963316214233,0.650036683785767,0,0.349963316214233,0.650036683785767,2.31030359545191,1.20581966879146,6544,14,36
"55",1,1,945.94375,563.9703125,7680,6,6,2,3,0.253125,0.671875,0,0.253125,0.746875,2.28946870675004,1.1800121010499,6544,14,36
"56",1,1,948.297124600639,496.330138445154,3756,5,8,3,2,0.284345047923323,0.579339723109691,0,0.284345047923323,0.715654952076677,2.26267355498354,1.39766146667984,6544,14,36
"57",1,1,946.830371567044,471.28352180937,2476,4,7,3,1,0,0.234248788368336,0,0.765751211631664,0.234248788368336,1.71673566888519,1.89593549726489,6544,14,36
"58",1,1,929.863886703383,520.027537372148,5084,5,11,4,2,0,0.238394964594807,0,0.761605035405193,0.238394964594807,1.45874708354223,1.70435341217754,6544,14,36
"59",1,1,938.436721991701,527.406639004149,5784,4,9,3,3,0,0.66804979253112,0.0726141078838174,0,1,2.90415335507257,1.11087991057009,6544,14,36
"60",1,1,962.661339889367,518.535955746773,6508,6,2,1,2,0.326982175783651,0.401352181929932,0,0.494775660725261,0.505224339274739,1.73582118841765,1.62753098998519,6544,14,36
"61",1,2,942.919254658385,505.46495119787,4508,3,8,3,2,0,0.856255545696539,0,0.143744454303461,0.856255545696539,2.35080510496187,1.24127475691573,6544,14,36
"62",1,2,959.222335025381,504.720812182741,5910,3,9,3,3,0,0.919796954314721,0,0.0802030456852792,0.919796954314721,2.2655326275942,0.953491445833232,6544,14,36
"63",1,2,968.944055944056,507.783216783217,5148,2,2,1,2,0,0,0,1,0,1.56883383694532,1.89089235104344,6544,14,36
"64",1,2,916.289494163424,550.384435797665,5140,3,11,4,2,0,0.489494163424124,0,0.510505836575875,0.489494163424124,2.20372481194434,1.22821868747587,6544,14,36
"65",1,2,931.065058479532,510.805555555556,8208,4,12,4,3,0.709795321637427,0.290204678362573,0,0.709795321637427,0.290204678362573,1.32640622041965,1.89823719172349,6544,14,36
"66",1,2,941.773273273273,529.457957957958,5328,7,5,2,2,0.543543543543544,0.395645645645646,0.0608108108108108,0.604354354354354,0.395645645645646,1.6910176838972,1.73245703484887,6544,14,36
"67",1,2,928.503971756399,546.225948808473,2266,4,10,4,1,0.150926743159753,0.468667255075022,0,0.531332744924978,0.468667255075022,2.20230359291507,1.42011257799305,6544,14,36
"68",1,2,927.79649122807,497.321929824561,2280,4,1,1,1,0.818421052631579,0.0982456140350877,0,0.818421052631579,0.181578947368421,1.8340546278634,2.46815143280397,6544,14,36
"69",1,2,938.7833461835,558.454124903624,2594,4,4,2,1,0.484965304548959,0.377023901310717,0,0.622976098689283,0.377023901310717,2.22776267606497,1.7615582527627,6544,14,36
"70",1,2,946.979487179487,529.128205128205,2730,2,7,3,1,0,0.635897435897436,0,0.364102564102564,0.635897435897436,3.00667316609272,1.38256495659069,6544,14,36
"71",1,2,950.876376988984,592.839657282742,4902,3,6,2,3,0.239902080783354,0.760097919216646,0,0.239902080783354,0.760097919216646,2.87273426019596,1.06841811666651,6544,14,36
"72",1,2,1008.03289473684,599.404605263158,5472,5,3,1,3,0,0.851973684210526,0.100877192982456,0,1,3.98302713568416,1.45192149586396,6544,14,36
"73",1,2,962.629268292683,603.833170731707,4100,4,5,2,2,0,0.933658536585366,0,0.0663414634146341,0.933658536585366,3.07472267461051,0.878596504339448,6544,14,36
"74",1,2,948.870206489676,580.689528023599,2712,4,4,2,1,0,0.558259587020649,0,0.441740412979351,0.558259587020649,2.52577547875612,1.1224758648755,6544,14,36
"75",1,2,933.360703812317,597.909677419355,6820,5,11,4,2,0,1,0,0,1,3.19134628033746,0.881320845663189,6544,14,36
"76",1,2,935.592302209551,545.113328581611,2806,4,1,1,1,0.350677120456165,0.537419814682823,0,0.350677120456165,0.649322879543835,2.66066420563817,1.79481701581488,6544,14,36
"77",1,2,931.145892351275,574.756373937677,2824,3,10,4,1,0,0.610481586402266,0,0,1,2.6996294963915,0.943919552999127,6544,14,36
"78",1,2,955.305953278071,591.153730218538,7962,5,6,2,3,0,0.694046721929164,0,0.248681235870384,0.751318764129616,2.87871119433371,1.05103542407339,6544,14,36
"79",1,2,946.885931558935,537.188212927757,2104,2,7,3,1,0,1,0,0,1,3.06063332068252,0.887371534687143,6544,14,36
"80",1,2,960.753374233129,551.615950920245,4890,3,9,3,3,0,0.899386503067485,0.100613496932515,0,1,3.342176644942,0.514633983458325,6544,14,36
"81",1,2,993.53562005277,580.444151275286,4548,4,2,1,2,0,0.890941072999121,0,0.10905892700088,0.890941072999121,3.1852619874894,0.795576893818122,6544,14,36
