"","Sub","Run","Movie","Avg_x","Avg_y","P_Lower","P_Upper","P_Mouth","P_Eye","P_NotROI","P_NotFace","NumFix","Std_x","Std_y"
"763",20,1,3,1083,594,0.048048048048048,0.927927927927928,0.048048048048048,0.807807807807808,0.144144144144144,0.024024024024024,36,87.4102519028707,34.4409582187611
"764",20,1,4,1042,468,0.0112994350282486,0.919491525423729,0,0.906779661016949,0.0932203389830508,0.0692090395480226,78,118.2705342344,60.1839960734318
"765",20,1,5,879,581,0.227414330218069,0.738317757009346,0.230529595015576,0.669781931464174,0.0996884735202492,0.0342679127725857,34,79.2122404155292,94.3075849298718
"766",20,1,6,952,531,0.0411214953271028,0.958878504672897,0.0317757009345794,0.693457943925234,0.274766355140187,0,66,102.96816593873,81.6766790808038
"767",20,1,7,911,466,0.0590015128593041,0.930408472012103,0.0544629349470499,0.794251134644478,0.151285930408472,0.010590015128593,77,77.5823249816178,42.3288202827438
"768",20,1,8,937,565,0.021484375,0.95703125,0.021484375,0.95703125,0.021484375,0.021484375,56,102.855219741282,37.5994626189444
"769",20,1,9,1035,534,0.114320096269555,0.885679903730445,0.134777376654633,0.809867629362214,0.0553549939831528,0,93,64.405969631429,51.8551586305775
"770",20,1,10,972,515,0.204472843450479,0.670926517571885,0.201277955271566,0.578274760383387,0.220447284345048,0.124600638977636,43,134.316219872973,115.355514793403
"771",20,2,1,1002,529,0.079646017699115,0.899705014749263,0.0648967551622419,0.858407079646018,0.0766961651917404,0.0206489675516224,36,106.666325915737,53.4415614226537
"772",20,2,2,934,471,0.089058524173028,0.888040712468193,0.0458015267175573,0.824427480916031,0.129770992366412,0.0229007633587786,47,83.6257499932664,72.3977469800059
"773",20,2,3,1095,564,0.0978260869565217,0.834782608695652,0.0804347826086956,0.823913043478261,0.0956521739130435,0.0673913043478261,50,100.741476863706,77.0363371408299
"774",20,2,4,1062,452,0.0438144329896907,0.936855670103093,0.038659793814433,0.884020618556701,0.077319587628866,0.0193298969072165,109,109.813154416572,79.2237472916045
"775",20,2,5,947,501,0.0840064620355412,0.896607431340872,0.074313408723748,0.896607431340872,0.0290791599353796,0.0193861066235864,53,86.419374978512,46.8632288024976
"776",20,2,6,983,621,0.109689213893967,0.874771480804388,0.0859232175502742,0.848263254113345,0.0658135283363803,0.0155393053016453,105,107.195077684436,63.24188758249
"777",20,2,7,995,598,0.0339366515837104,0.929864253393665,0.0180995475113122,0.925339366515837,0.0565610859728507,0.0361990950226244,49,110.139307364258,45.2059851654284
"778",20,2,8,1036,492,0,0.974320241691843,0,0.938066465256798,0.0619335347432024,0.0256797583081571,84,138.890894788207,40.3558035305619
"779",20,2,9,950,581,0.00650406504065041,0.99349593495935,0.00650406504065041,0.99349593495935,0,0,61,73.7495253807502,56.8211018010765
"780",20,2,10,1005,475,0,0.977556109725686,0,0.967581047381546,0.0324189526184539,0.0224438902743142,43,66.5202363749301,25.0855484941845
"781",20,3,1,1034,484,0.148562300319489,0.819488817891374,0.116613418530351,0.755591054313099,0.12779552715655,0.0319488817891374,66,109.488374642859,80.257650789588
"782",20,3,2,902,480,0,0.932038834951456,0,0.906796116504854,0.0932038834951456,0.0679611650485437,58,118.448598837218,38.4536246405587
"783",20,3,3,833,563,0.00958466453674121,0.753993610223642,0,0.728434504792332,0.271565495207668,0.236421725239617,71,115.368296117448,57.4782822642599
"784",20,3,4,932,522,0.178045515394913,0.677376171352075,0.131191432396252,0.5809906291834,0.287817938420348,0.144578313253012,81,167.915910706814,74.9282298878584
"785",20,3,5,1009,477,0.0376884422110553,0.947236180904523,0,0.894472361809045,0.105527638190955,0.0150753768844221,37,75.9463370742598,39.9764902124084
"786",20,3,6,1003,598,0.00445765230312036,0.903417533432392,0,0.836552748885587,0.163447251114413,0.0921248142644874,85,102.653355923582,80.0696867840284
"787",20,3,7,947,525,0.0261682242990654,0.85981308411215,0,0.85981308411215,0.14018691588785,0.114018691588785,58,98.5657177355596,55.7387742009806
"788",20,3,8,975,515,0.143198090692124,0.675417661097852,0.0501193317422434,0.575178997613365,0.374701670644391,0.181384248210024,52,108.036628728396,65.7058527357896
"789",20,3,9,926,500,0.103896103896104,0.814935064935065,0.0340909090909091,0.775974025974026,0.189935064935065,0.0811688311688312,72,138.986042893985,80.4544028357383
"790",20,3,10,1062,481,0,0.954545454545455,0,0.887445887445887,0.112554112554113,0.0454545454545455,54,73.884409967487,76.7662556456088
"791",20,4,1,896,471,0.0277777777777778,0.868055555555556,0,0.847222222222222,0.152777777777778,0.104166666666667,54,81.1731355320143,85.3196794551641
"792",20,4,2,981,443,0.0465116279069767,0.928294573643411,0.0445736434108527,0.88953488372093,0.0658914728682171,0.0251937984496124,55,74.9325148329479,69.0396197386271
"793",20,4,3,959,542,0.0474226804123711,0.847422680412371,0.0268041237113402,0.810309278350515,0.162886597938144,0.105154639175258,59,77.6090511259151,61.9520882899864
"794",20,4,4,893,492,0.0966850828729282,0.654696132596685,0,0.654696132596685,0.345303867403315,0.248618784530387,45,153.764504411011,118.16980125056
"795",20,4,5,991,489,0.0447400241837969,0.848851269649335,0,0.844014510278114,0.155985489721886,0.106408706166868,82,89.2843262085358,63.9317192618144
"796",20,4,6,1003,482,0.119675456389452,0.876267748478702,0.105476673427992,0.855983772819473,0.0385395537525355,0.00405679513184584,50,92.3090789702819,73.571203343531
"797",20,4,7,994,556,0.0144508670520231,0.933526011560694,0.0144508670520231,0.869942196531792,0.115606936416185,0.0520231213872832,44,95.0408785418454,68.3525002137861
"798",20,4,8,1038,499,0,0.74235807860262,0,0.73471615720524,0.26528384279476,0.25764192139738,95,144.518565293754,56.6190031479471
"799",20,4,9,817,522,0.173333333333333,0.711666666666667,0.0933333333333333,0.561666666666667,0.345,0.115,77,95.3798971219827,92.2556915437862
"800",20,4,10,873,506,0.0269541778975741,0.921832884097035,0,0.862533692722372,0.137466307277628,0.0512129380053908,82,77.4573025207545,47.9697569490667
"801",21,1,1,954,565,0.405714285714286,0.578571428571429,0.225714285714286,0.458571428571429,0.315714285714286,0.0157142857142857,43,74.8148541400703,77.7422513233076
"802",21,1,2,983,481,0.521028037383178,0.476635514018692,0.304906542056075,0.316588785046729,0.378504672897196,0.00233644859813084,51,72.3728377731466,67.8686415950341
"803",21,1,3,1087,626,0.34010152284264,0.626903553299492,0.365482233502538,0.380710659898477,0.253807106598985,0.032994923857868,25,114.43506147079,95.4003618693828
"804",21,1,4,928,577,0.355582524271845,0.637135922330097,0.344660194174757,0.581310679611651,0.0740291262135922,0.00728155339805825,54,79.678064442149,106.68551537229
"805",21,1,5,832,594,0.558904109589041,0.424657534246575,0.254794520547945,0.347945205479452,0.397260273972603,0.0164383561643836,23,56.2254626784511,72.6773172927063
"806",21,1,6,893,599,0.403940886699507,0.596059113300493,0.369458128078818,0.382594417077176,0.247947454844007,0,37,60.649241407973,124.018710268037
"807",21,1,7,896,506,0.229299363057325,0.768152866242038,0.16687898089172,0.480254777070064,0.352866242038217,0.00254777070063694,45,90.9842577327458,73.2433285860244
"808",21,1,8,926,562,0.0793650793650794,0.885361552028219,0.149911816578483,0.776014109347443,0.0740740740740741,0.0352733686067019,38,75.1433957705473,80.3440102927523
"809",21,1,9,1010,547,0.306262230919765,0.693737769080235,0.405088062622309,0.539138943248532,0.0557729941291585,0,51,40.04353972827,60.2772062441102
"810",21,1,10,949,564,0.509383378016086,0.490616621983914,0.474530831099196,0.380697050938338,0.144772117962467,0,24,91.5250780450997,75.7711515927744
"811",21,2,1,938,602,0.450402144772118,0.450402144772118,0.343163538873995,0.364611260053619,0.292225201072386,0.0991957104557641,32,113.278013697188,102.012351450626
"812",21,2,2,854,536,0.360849056603774,0.639150943396226,0.27122641509434,0.518867924528302,0.209905660377358,0,35,63.8650009085308,120.758506882412
"813",21,2,3,1105,571,0.24609375,0.70703125,0.115234375,0.55078125,0.333984375,0.046875,41,114.252194289624,75.4710722824636
"814",21,2,4,1039,504,0.181318681318681,0.818681318681319,0.174725274725275,0.541758241758242,0.283516483516484,0,51,77.2398317326379,93.7351444801322
"815",21,2,5,917,516,0.242009132420091,0.732115677321157,0.176560121765601,0.575342465753425,0.248097412480974,0.0258751902587519,41,48.0970845123011,68.2367862820772
"816",21,2,6,968,632,0.154430379746835,0.830379746835443,0.0556962025316456,0.580590717299578,0.363713080168776,0.0151898734177215,79,96.818338288749,121.95561339458
"817",21,2,7,995,627,0.0789473684210526,0.921052631578947,0.0202429149797571,0.629554655870445,0.350202429149798,0,36,88.8390153836122,75.7489423049738
"818",21,2,8,948,576,0.310719131614654,0.677069199457259,0.168249660786974,0.477611940298507,0.354138398914518,0.0122116689280868,53,109.472378428993,78.2965912083605
"819",21,2,9,904,626,0.229954614220877,0.747352496217852,0.0347957639939486,0.697428139183056,0.267776096822995,0.0226928895612708,50,67.6792795426899,95.7889297216587
"820",21,2,10,914,596,0.595454545454545,0.381818181818182,0.386363636363636,0.215909090909091,0.397727272727273,0.0227272727272727,28,60.3334294285645,67.9359634064826
"821",21,3,1,980,542,0.28022759601707,0.672830725462304,0.184921763869132,0.462304409672831,0.352773826458037,0.0469416785206259,52,112.101602313943,68.4106285550577
"822",21,3,2,803,620,0.409539473684211,0.5625,0.302631578947368,0.401315789473684,0.296052631578947,0.0279605263157895,44,83.0225005998222,77.6662500458649
"823",21,3,3,801,654,0.215817694369973,0.658176943699732,0.162198391420912,0.404825737265416,0.432975871313673,0.126005361930295,48,122.926983136109,50.0604976527246
"824",21,3,4,923,588,0.396571428571429,0.462857142857143,0.206857142857143,0.24,0.553142857142857,0.140571428571429,67,167.537925306481,64.6086761242684
"825",21,3,5,871,622,0.669014084507042,0.23943661971831,0.504694835680751,0.223004694835681,0.272300469483568,0.0915492957746479,31,65.5948543485983,67.1331817525548
"826",21,3,6,958,690,0.321385902031063,0.651135005973716,0.130227001194743,0.46594982078853,0.403823178016726,0.027479091995221,62,62.8562746894918,67.770501479463
"827",21,3,7,840,710,0.588235294117647,0.295751633986928,0.320261437908497,0.204248366013072,0.475490196078431,0.116013071895425,36,80.2937573311842,71.1618987608936
"828",21,3,8,929,607,0.4989816700611,0.323828920570265,0.340122199592668,0.24847250509165,0.411405295315682,0.177189409368635,36,117.44926919681,64.2818336629043
"829",21,3,9,895,586,0.324900133155792,0.620505992010652,0.194407456724368,0.362183754993342,0.44340878828229,0.0545938748335553,59,110.689015243798,76.1020461146371
"830",21,3,10,1033,583,0.396116504854369,0.596116504854369,0.355339805825243,0.497087378640777,0.147572815533981,0.00776699029126214,47,66.6369113098086,84.7956779542284
"831",21,4,1,901,523,0.0809248554913295,0.892100192678227,0.0905587668593449,0.776493256262042,0.132947976878613,0.0269749518304432,36,66.8622169039938,48.2780348477964
"832",21,4,2,971,514,0.24,0.751304347826087,0.135652173913043,0.445217391304348,0.419130434782609,0.00869565217391304,36,68.0410262094646,55.1719729949799
"833",21,4,3,971,622,0.337545126353791,0.644404332129964,0.240072202166065,0.442238267148014,0.317689530685921,0.0180505415162455,50,81.2351393058807,70.7463525353766
"834",21,4,4,828,583,0.580487804878049,0.419512195121951,0.482926829268293,0.353658536585366,0.163414634146341,0,31,50.8240821753905,62.221613678884
"835",21,4,5,999,556,0.110749185667752,0.849077090119435,0.00217155266015201,0.346362649294245,0.651465798045603,0.0401737242128122,49,79.3357811887515,48.3256202180056
"836",21,4,6,973,585,0.493506493506494,0.500927643784787,0.189239332096475,0.395176252319109,0.415584415584416,0.00556586270871985,38,77.6707114453558,71.2324123369367
"837",21,4,7,968,638,0.0878048780487805,0.885365853658537,0.0512195121951219,0.531707317073171,0.417073170731707,0.0268292682926829,34,80.5531164801086,87.320413616441
"838",21,4,8,944,672,0.328282828282828,0.621212121212121,0.218181818181818,0.508080808080808,0.273737373737374,0.0505050505050505,81,128.192338163082,97.9487237040771
"839",21,4,9,835,590,0.530985915492958,0.42112676056338,0.177464788732394,0.267605633802817,0.554929577464789,0.047887323943662,51,71.4934823896665,73.0979912591705
"840",21,4,10,877,628,0.431302270011947,0.568697729988053,0.268817204301075,0.285543608124253,0.445639187574671,0,46,49.4744308811853,56.5156246283698
"841",22,1,1,992,464,0.0119250425894378,0.974446337308348,0.0119250425894378,0.974446337308348,0.0136286201022147,0.0136286201022147,80,102.216511397035,36.3017136183305
"842",22,1,2,994,424,0.312084993359894,0.679946879150066,0.269588313413015,0.662682602921647,0.0677290836653386,0.00796812749003984,91,94.5800915460256,99.7230498954897
"843",22,1,3,1035,536,0.10828025477707,0.780254777070064,0.10828025477707,0.745222929936306,0.146496815286624,0.111464968152866,43,137.909737265658,98.0811598183609
"844",22,1,4,955,527,0.302168021680217,0.616531165311653,0.273712737127371,0.573170731707317,0.153116531165312,0.0813008130081301,94,111.939814086226,121.991170149948
"845",22,1,5,891,504,0.143835616438356,0.811643835616438,0.0993150684931507,0.797945205479452,0.102739726027397,0.0445205479452055,41,86.004871189183,81.3854419844894
"846",22,1,6,903,516,0.144268774703557,0.83399209486166,0.136363636363636,0.681818181818182,0.181818181818182,0.0217391304347826,83,72.2308229982058,136.997174866326
"847",22,1,7,891,475,0.258751902587519,0.71841704718417,0.21765601217656,0.622526636225266,0.159817351598174,0.0228310502283105,85,89.472355718738,111.536416643302
"848",22,1,8,919,496,0.0191938579654511,0.9021113243762,0.0268714011516315,0.894433781190019,0.0786948176583493,0.0786948176583493,64,120.895028586372,36.9127492741712
"849",22,1,9,990,472,0.10546875,0.848958333333333,0.11328125,0.841145833333333,0.0455729166666667,0.0455729166666667,120,91.2195106884981,72.8250846818358
"850",22,1,10,944,461,0.164516129032258,0.661290322580645,0.154838709677419,0.651612903225806,0.193548387096774,0.174193548387097,49,108.984071667429,116.822251249909
"851",22,2,1,944,523,0.155223880597015,0.791044776119403,0.155223880597015,0.764179104477612,0.0805970149253731,0.0537313432835821,52,113.413904940338,87.7723289717518
"852",22,2,2,894,515,0.269922879177378,0.624678663239075,0.254498714652956,0.562982005141388,0.182519280205656,0.105398457583548,57,91.2427233678111,135.266460800732
"853",22,2,3,1093,518,0.0835214446952596,0.851015801354402,0.0564334085778781,0.801354401805869,0.142212189616253,0.0654627539503386,67,113.105586494088,86.096681269063
"854",22,2,4,1021,428,0.0364583333333333,0.947916666666667,0.0286458333333333,0.88671875,0.0846354166666667,0.015625,127,91.7728489446966,69.8239757304435
"855",22,2,5,944,520,0.283557046979866,0.689597315436242,0.280201342281879,0.679530201342282,0.0402684563758389,0.0268456375838926,73,71.474969321233,83.7662927262734
"856",22,2,6,961,592,0.139852786540484,0.843322818086225,0.115667718191377,0.813880126182965,0.0704521556256572,0.0168243953732913,155,118.598319373806,90.9951088953048
"857",22,2,7,990,564,0.0778032036613272,0.878718535469107,0.0480549199084668,0.862700228832952,0.0892448512585812,0.0434782608695652,66,124.321432496108,68.1866835404229
"858",22,2,8,971,491,0.0858995137763371,0.855753646677472,0.0745542949756888,0.790923824959481,0.13452188006483,0.0583468395461912,96,142.210241269883,108.273378455597
"859",22,2,9,913,596,0.227112676056338,0.686619718309859,0.183098591549296,0.677816901408451,0.139084507042254,0.0862676056338028,84,84.3154079932573,119.420201219512
"860",22,2,10,914,519,0.120743034055728,0.777089783281734,0.117647058823529,0.739938080495356,0.142414860681115,0.102167182662539,63,86.125765819972,87.4837556860591
"861",22,3,1,1010,476,0.141914191419142,0.805280528052805,0.115511551155116,0.767326732673267,0.117161716171617,0.0528052805280528,83,117.637311793452,77.9679833417872
"862",22,3,2,836,534,0.198704103671706,0.747300215982721,0.140388768898488,0.72354211663067,0.136069114470842,0.0539956803455724,77,84.9755999995957,81.4131521844547
"863",22,3,3,828,570,0.0114754098360656,0.808196721311475,0.0114754098360656,0.775409836065574,0.213114754098361,0.180327868852459,91,171.980397602069,53.5091915690223
"864",22,3,4,928,488,0.0536231884057971,0.684057971014493,0.036231884057971,0.647826086956522,0.315942028985507,0.26231884057971,114,175.622392941024,67.5601113005403
"865",22,3,5,929,501,0.0310734463276836,0.918079096045198,0.0310734463276836,0.918079096045198,0.0508474576271186,0.0508474576271186,54,97.8517779639217,37.9283707666283
"866",22,3,6,990,595,0.069423929098966,0.865583456425406,0.051698670605613,0.85672082717873,0.0915805022156573,0.0649926144756278,111,105.323421355539,67.9073645294264
"867",22,3,7,903,582,0.0923076923076923,0.805769230769231,0.0576923076923077,0.761538461538461,0.180769230769231,0.101923076923077,81,113.569101231091,92.7135988155214
"868",22,3,8,970,500,0.139705882352941,0.575980392156863,0.0686274509803922,0.504901960784314,0.426470588235294,0.284313725490196,63,133.680891784455,80.0528726424021
"869",22,3,9,912,499,0.114228456913828,0.751503006012024,0.0801603206412826,0.683366733466934,0.236472945891784,0.134268537074148,97,108.848211472815,80.6750880348973
"870",22,3,10,1073,482,0.10062893081761,0.890985324947589,0.0964360587002096,0.872117400419287,0.0314465408805031,0.00838574423480084,69,83.9785502830749,72.42559979207
"871",22,4,1,901,478,0,0.949886104783599,0,0.915717539863326,0.0842824601366743,0.0501138952164009,66,72.6490074261213,29.947972486203
"872",22,4,2,966,459,0.10082304526749,0.732510288065844,0.0288065843621399,0.716049382716049,0.255144032921811,0.166666666666667,74,100.665387463597,138.850322903481
"873",22,4,3,960,523,0.0476190476190476,0.801242236024845,0.020703933747412,0.74120082815735,0.238095238095238,0.151138716356108,77,101.39455045723,66.3900471661038
"874",22,4,4,870,510,0.135294117647059,0.75,0.0470588235294118,0.732352941176471,0.220588235294118,0.114705882352941,57,141.951563574989,139.74475654195
"875",22,4,5,988,471,0.0408450704225352,0.863380281690141,0.0267605633802817,0.832394366197183,0.140845070422535,0.0957746478873239,119,90.6582889212505,63.0238978803039
"876",22,4,6,967,459,0.106888361045131,0.843230403800475,0.0261282660332542,0.828978622327791,0.144893111638955,0.0498812351543943,73,116.942690105741,85.0028118443797
"877",22,4,7,942,545,0.0161290322580645,0.916129032258065,0.0129032258064516,0.890322580645161,0.0967741935483871,0.067741935483871,56,104.78828112228,78.5163199430446
"878",22,4,8,958,597,0.144018583042973,0.747967479674797,0.116144018583043,0.714285714285714,0.169570267131243,0.10801393728223,127,124.25217728636,112.248948512921
"879",22,4,9,824,507,0.0929791271347249,0.812144212523719,0.0455407969639469,0.698292220113852,0.256166982922201,0.094876660341556,102,96.7843024448214,62.6583935402413
"880",22,4,10,855,506,0.0232198142414861,0.882352941176471,0.0232198142414861,0.854489164086687,0.122291021671827,0.0944272445820433,115,105.193190778915,69.5260382892028
"881",23,1,1,942,509,0.139393939393939,0.803030303030303,0.0196969696969697,0.722727272727273,0.257575757575758,0.0575757575757576,37,82.574104292596,66.422256937811
"882",23,1,2,952,412,0.0647130647130647,0.927960927960928,0.0598290598290598,0.822954822954823,0.117216117216117,0.00732600732600733,40,74.6567082895776,76.4577392677315
"883",23,1,3,1029,572,0.122994652406417,0.786096256684492,0.155080213903743,0.692513368983957,0.152406417112299,0.0909090909090909,18,99.8311432902421,87.7602250567114
"884",23,1,4,1012,522,0.145181476846058,0.8360450563204,0.14017521902378,0.765957446808511,0.0938673341677096,0.0187734668335419,49,83.3170710222367,92.8374829202363
"885",23,1,5,868,533,0.200564971751412,0.728813559322034,0.0903954802259887,0.689265536723164,0.220338983050847,0.0706214689265537,18,91.2343845145236,79.777012805444
"886",23,1,6,865,547,0.122994652406417,0.857397504456328,0.0998217468805704,0.545454545454545,0.354723707664884,0.0196078431372549,37,108.642205498974,117.198596659693
"887",23,1,7,890,441,0.0407608695652174,0.910326086956522,0.0380434782608696,0.842391304347826,0.119565217391304,0.0489130434782609,43,95.4429981855479,64.7425855807913
"888",23,1,8,900,587,0.114782608695652,0.885217391304348,0.212173913043478,0.629565217391304,0.158260869565217,0,26,85.7659015264824,62.5108545644218
"889",23,1,9,1001,555,0.252066115702479,0.658057851239669,0.269628099173554,0.579545454545455,0.150826446280992,0.0898760330578512,48,93.8575423239995,92.3331761870655
"890",23,1,10,958,496,0.188829787234043,0.704787234042553,0.188829787234043,0.632978723404255,0.178191489361702,0.106382978723404,26,143.786566367977,66.4473473639592
"891",23,2,1,958,509,0.0273972602739726,0.906849315068493,0.0164383561643836,0.767123287671233,0.216438356164384,0.0657534246575342,21,90.7345630024752,64.5209577976105
"892",23,2,2,934,512,0.122685185185185,0.796296296296296,0.087962962962963,0.446759259259259,0.465277777777778,0.0810185185185185,25,86.8963076227273,93.1980904651915
"893",23,2,3,1096,566,0.285714285714286,0.704761904761905,0.178571428571429,0.678571428571429,0.142857142857143,0.00952380952380952,22,109.226284702178,87.2437059889931
"894",23,2,4,1055,472,0.0919409761634506,0.858115777525539,0.0794551645856981,0.706015891032917,0.214528944381385,0.0499432463110102,67,135.953788348032,72.3110691911558
"895",23,2,5,916,499,0.0273141122913505,0.937784522003035,0,0.834597875569044,0.165402124430956,0.0349013657056146,26,76.3625742648765,49.6069206491904
"896",23,2,6,977,612,0.0754400670578374,0.917015926236379,0.0100586756077117,0.749371332774518,0.24056999161777,0.00754400670578374,46,107.709995792901,70.4933071523844
"897",23,2,7,970,623,0.0770833333333333,0.820833333333333,0.0333333333333333,0.63125,0.335416666666667,0.102083333333333,38,101.510649071908,101.338386297229
"898",23,2,8,1030,517,0.0453938584779706,0.946595460614152,0.0320427236315087,0.889185580774366,0.0787716955941255,0.00801068090787717,48,113.8937777649,47.1799511041431
"899",23,2,9,935,567,0,0.978658536585366,0,0.969512195121951,0.0304878048780488,0.0213414634146341,45,91.1529264399589,67.6860705708042
"900",23,2,10,982,523,0.267734553775744,0.668192219679634,0.0823798627002288,0.544622425629291,0.372997711670481,0.0640732265446224,26,74.3044810552169,83.5938295205936
"901",23,3,1,1011,512,0.0910404624277457,0.885838150289017,0.069364161849711,0.680635838150289,0.25,0.023121387283237,48,101.680596672952,66.2101906919557
"902",23,3,2,875,542,0.077319587628866,0.895189003436426,0.0515463917525773,0.824742268041237,0.123711340206186,0.0274914089347079,33,130.345315967417,65.6380463466927
"903",23,3,3,819,597,0.074438202247191,0.792134831460674,0.0294943820224719,0.667134831460674,0.303370786516854,0.133426966292135,46,124.369164149676,64.4994481424245
"904",23,3,4,932,555,0.180232558139535,0.644186046511628,0.0709302325581395,0.355813953488372,0.573255813953488,0.175581395348837,57,173.919466153559,62.278702204223
"905",23,3,5,1002,551,0.140229885057471,0.850574712643678,0.0758620689655172,0.763218390804598,0.160919540229885,0.00919540229885057,27,82.9649905869909,54.7057237003165
"906",23,3,6,975,643,0.0352941176470588,0.903529411764706,0.00823529411764706,0.625882352941176,0.365882352941176,0.0611764705882353,43,79.5396123374753,57.7217779390319
"907",23,3,7,952,649,0.187074829931973,0.726190476190476,0.076530612244898,0.608843537414966,0.314625850340136,0.086734693877551,49,94.6576897020166,61.794484922881
"908",23,3,8,1000,540,0.153039832285115,0.723270440251572,0.0566037735849057,0.551362683438155,0.392033542976939,0.123689727463312,38,118.050239744249,79.8349975535889
"909",23,3,9,939,538,0.116883116883117,0.813852813852814,0.0447330447330447,0.642135642135642,0.313131313131313,0.0692640692640693,54,106.240309481262,63.764463640302
"910",23,3,10,1067,511,0.0499001996007984,0.912175648702595,0.0499001996007984,0.854291417165669,0.0958083832335329,0.0379241516966068,32,111.021992116584,84.8733524859677
"911",23,4,1,933,495,0.118473895582329,0.827309236947791,0.114457831325301,0.793172690763052,0.0923694779116466,0.0542168674698795,33,57.8830748285475,62.9226118063373
"912",23,4,2,982,469,0.161524500907441,0.671506352087114,0.0852994555353902,0.531760435571688,0.382940108892922,0.166969147005445,49,119.935615982301,101.743757908834
"913",23,4,3,965,598,0.0810313075506446,0.850828729281768,0.0220994475138122,0.651933701657459,0.325966850828729,0.0681399631675875,47,88.6114999937616,60.1678702497189
"914",23,4,4,898,528,0.0586666666666667,0.906666666666667,0.0186666666666667,0.725333333333333,0.256,0.0346666666666667,36,77.3332355861451,59.5287768917036
"915",23,4,5,999,536,0.0569832402234637,0.887150837988827,0.0100558659217877,0.576536312849162,0.41340782122905,0.0558659217877095,80,84.2058800204463,52.3581919238996
"916",23,4,6,992,532,0.096579476861167,0.867203219315895,0,0.670020120724346,0.329979879275654,0.0362173038229376,35,101.993901881611,62.2978175882946
"917",23,4,7,988,642,0.0231958762886598,0.912371134020619,0.0154639175257732,0.5,0.484536082474227,0.0644329896907216,30,127.518178810074,69.9650996971327
"918",23,4,8,1008,652,0.253388946819604,0.706986444212722,0.106360792492179,0.626694473409802,0.266944734098019,0.0396246089676747,52,97.3035638828001,94.0597309606767
"919",23,4,9,829,552,0.157575757575758,0.734848484848485,0.0318181818181818,0.383333333333333,0.584848484848485,0.107575757575758,52,138.028851562405,78.8057325924951
"920",23,4,10,895,602,0.284301606922126,0.704573547589617,0.171817058096415,0.435105067985167,0.393077873918418,0.0111248454882571,49,90.7739571554208,78.1249741668547
"921",24,1,1,987,498,0.0619469026548673,0.938053097345133,0.00884955752212389,0.819469026548673,0.171681415929204,0,44,67.2493469733155,66.0119633561375
"922",24,1,2,1008,438,0.178977272727273,0.758522727272727,0.0724431818181818,0.663352272727273,0.264204545454545,0.0625,55,101.190023899462,113.855010106917
"923",24,1,3,1084,573,0.0036231884057971,0.949275362318841,0.0036231884057971,0.782608695652174,0.213768115942029,0.0471014492753623,26,105.791578362386,88.8780315501447
"924",24,1,4,980,517,0.120192307692308,0.790064102564103,0.0625,0.645833333333333,0.291666666666667,0.0897435897435897,59,90.5778699656306,112.596517695588
"925",24,1,5,923,629,0.3584229390681,0.415770609318996,0.304659498207885,0.347670250896057,0.347670250896057,0.225806451612903,24,168.547638427526,110.261382342685
"926",24,1,6,924,588,0.335429769392034,0.664570230607966,0.211740041928721,0.415094339622642,0.373165618448637,0,39,52.0940666524359,111.414055268562
"927",24,1,7,920,520,0.0866425992779783,0.8014440433213,0.0685920577617329,0.530685920577617,0.40072202166065,0.111913357400722,55,113.696220228894,227.935942646473
"928",24,1,8,914,565,0.172866520787746,0.822757111597374,0.227571115973742,0.761487964989059,0.0109409190371991,0.00437636761487965,46,92.2082780575281,84.8558806524608
"929",24,1,9,1025,589,0.444444444444444,0.46957671957672,0.477513227513228,0.419312169312169,0.103174603174603,0.085978835978836,67,125.068774136378,164.632025842212
"930",24,1,10,933,491,0.117845117845118,0.767676767676768,0.134680134680135,0.521885521885522,0.343434343434343,0.114478114478114,24,94.3247012742824,100.09041429525
"931",24,2,1,937,477,0,0.869718309859155,0,0.711267605633803,0.288732394366197,0.130281690140845,27,86.9379075084741,74.6315357954761
"932",24,2,2,904,524,0.245283018867925,0.695417789757412,0.0997304582210243,0.377358490566038,0.522911051212938,0.0592991913746631,37,95.1003318487814,101.182018814652
"933",24,2,3,1091,521,0.0262529832935561,0.928400954653938,0.00238663484486874,0.86873508353222,0.128878281622912,0.045346062052506,39,103.200244160523,72.3020136041649
"934",24,2,4,967,455,0.0524781341107872,0.750728862973761,0.0393586005830904,0.599125364431487,0.361516034985423,0.196793002915452,74,172.060595105334,100.992738344533
"935",24,2,5,904,481,0.084,0.828,0.032,0.682,0.286,0.088,49,69.3931488260909,98.5183654756817
"936",24,2,6,989,621,0.128630705394191,0.776970954356846,0.108921161825726,0.721991701244813,0.169087136929461,0.0943983402489627,77,201.670789701804,135.688895145861
"937",24,2,7,960,562,0.0477272727272727,0.854545454545454,0.0227272727272727,0.813636363636364,0.163636363636364,0.0977272727272727,42,99.4219270664755,96.2317171376697
"938",24,2,8,957,503,0.0479338842975207,0.92396694214876,0.0132231404958678,0.793388429752066,0.193388429752066,0.028099173553719,54,111.844634938796,75.9133477303983
"939",24,2,9,894,566,0.127579737335835,0.787992495309568,0,0.784240150093809,0.215759849906191,0.0844277673545966,42,117.719545711282,90.5824618236094
"940",24,2,10,927,520,0.211229946524064,0.75668449197861,0.0588235294117647,0.63903743315508,0.302139037433155,0.0320855614973262,35,49.2589521306433,72.7525391094168
